CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,CLASSE,CLASSE,cluster
13130811000159,,,,,3
13135901000132,,,,,3
13135919000134,,,,,3
13135930000102,,,,,0
13135961000155,,,,,3
13136134000186,,,,,3
13136962000114,,,,,3
13136966000100,,,,,3
13142132000108,,,,,3
13142134000199,,,,,3
13143665000104,,,,,3
13143667000195,,,,,3
13143673000142,,,,,3
13155995000101,,,,,3
13162675000189,,,,,3
13176277000111,,,,,1
13176293000104,,,,,3
13176372000115,,,,,1
13198960000150,,,,,3
13199084000186,,,,,0
13199100000130,,,,,3
13199182000113,,,,,3
13200287000145,,,,,3
13200528000156,,,,,3
13207280000155,,,,,3
13249773000158,,,,,3
13250309000181,,,,,3
13250647000113,,,,,3
13251114000156,,,,,3
13251421000137,,,,,3
13255292000155,,,,,3
13255297000188,,,,,3
13255321000189,,,,,3
13277011000165,,,,,0
13294268000125,,,,,3
13294300000172,,,,,3
13294313000141,,,,,3
13294360000195,,,,,3
13294408000165,,,,,3
13294631000102,,,,,3
13294661000119,,,,,3
13294689000156,,,,,3
13298042000100,,,,,3
13298069000195,,,,,3
13301457000188,,,,,3
13316072000194,,,,,3
13322192000102,,,,,3
13322205000135,,,,,0
13327340000173,,,,,3
13333985000119,,,,,3
13333997000143,,,,,0
13356244000153,,,,,3
13356288000183,,,,,3
13356299000163,,,,,3
13396543000111,,,,,3
13396620000133,,,,,1
13396674000107,,,,,3
13396703000122,,,,,3
13396819000161,,,,,3
13396992000160,,,,,1
13397076000144,,,,,0
13397466000114,,,,,2
13397600000187,,,,,3
13397626000125,,,,,3
13397677000157,,,,,3
13397713000182,,,,,3
13397735000142,,,,,3
13397802000129,,,,,3
13397846000159,,,,,3
13400050000108,,,,,0
13400077000109,,,,,3
13400105000180,,,,,3
13400167000191,,,,,0
13400182000130,,,,,3
13400194000164,,,,,0
13400206000150,,,,,3
13401118000173,,,,,0
13401162000183,,,,,3
13401175000152,,,,,2
13401188000121,,,,,3
13401215000166,,,,,3
13401224000157,,,,,3
13401238000170,,,,,3
13401421000176,,,,,0
13401510000112,,,,,3
13401634000106,,,,,3
13401638000186,,,,,3
13401673000103,,,,,3
13401688000163,,,,,3
13401694000110,,,,,3
13401715000106,,,,,3
13402004000148,,,,,3
13402159000184,,,,,3
13402179000155,,,,,3
13409618000151,,,,,3
13409667000194,,,,,3
13410633000110,,,,,3
13410684000141,,,,,3
13410763000152,,,,,0
13410792000114,,,,,3
13410897000173,,,,,3
13411036000100,,,,,0
13411064000127,,,,,0
13411088000186,,,,,3
13411122000112,,,,,3
13411156000107,,,,,0
13411754000186,,,,,3
13411784000192,,,,,0
13411833000197,,,,,3
13411914000197,,,,,0
13412137000103,,,,,3
13412186000138,,,,,3
13412205000126,,,,,3
13412251000125,,,,,3
13412410000191,,,,,3
13412423000160,,,,,3
13412435000195,,,,,3
13416181000183,,,,,3
13416189000140,,,,,0
13416195000105,,,,,1
13417011000113,,,,,3
13417213000165,,,,,3
13417364000113,,,,,0
13417595000127,,,,,3
13417631000152,,,,,3
13418910000130,,,,,3
13425746000199,,,,,3
13425757000179,,,,,3
13429263000162,,,,,1
13429264000107,,,,,3
13442707000108,,,,,3
13449021000130,,,,,3
13454211000146,,,,,3
13454221000181,,,,,3
13454232000161,,,,,3
13454508000101,,,,,3
13455117000101,,,,,3
13455136000138,,,,,3
13455148000162,,,,,3
13455174000190,,,,,3
13455189000159,,,,,3
13455197000103,,,,,3
13455278000103,,,,,3
13458147000171,,,,,3
13482668000164,,,,,3
13482672000122,,,,,3
13482675000166,,,,,3
13483558000117,,,,,3
13492738000165,,,,,3
13500098000198,,,,,3
13503226000157,,,,,3
13503227000100,,,,,3
13503979000162,,,,,3
13504068000150,,,,,3
13514749000107,,,,,3
13514764000147,,,,,3
13515893000150,,,,,3
13520470000128,,,,,3
13520736000132,,,,,3
13529588000117,,,,,3
13529661000150,,,,,3
13535506000147,,,,,3
13547585000106,,,,,3
13547613000195,,,,,3
13547622000186,,,,,3
13547632000111,,,,,3
13547640000168,,,,,3
13549283000177,,,,,3
13549298000135,,,,,3
13549299000180,,,,,3
13551856000105,GESHEFT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FIP,FIP Multi,,0
13553241000100,,,,,1
13553254000189,,,,,3
13554193000174,,,,,3
13568034000129,,,,,1
13568040000186,,,,,3
13572088000168,,,,,3
13574570000137,,,,,3
13574572000126,,,,,3
13591889000170,,,,,3
13591900000100,,,,,3
13591924000151,,,,,3
13591934000197,,,,,3
13592391000122,,,,,1
13593258000190,,,,,3
13593429000181,,,,,3
13594671000170,,,,,3
13594673000169,,,,,3
13594675000158,,,,,3
13596227000193,,,,,3
13596279000160,,,,,3
13596496000150,,,,,3
13603779000181,,,,,3
13608337000128,,,,,3
13608338000172,,,,,3
13608339000117,,,,,3
13611616000140,,,,,3
13614687000105,,,,,3
13614709000129,,,,,3
13614712000142,,,,,3
13614743000101,,,,,3
13615411000133,,,,,3
13622354000110,,,,,3
13635486000186,,,,,3
13651918000142,NAOMI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,1
13651919000197,,,,,1
13659375000100,,,,,3
13667257000143,,,,,3
13667312000103,,,,,3
13667364000171,,,,,3
13703273000144,,,,,3
13703275000133,,,,,3
13703282000135,,,,,3
13703669000191,,,,,3
13703693000120,,,,,3
13703754000150,,,,,3
13727058000183,,,,,3
13768597000160,,,,,3
13804852000183,,,,,3
13812165000100,,,,,3
13812187000170,,,,,3
13812255000109,,,,,3
13812265000136,,,,,3
13823011000113,,,,,3
13823019000180,,,,,3
13823084000105,,,,,0
13848539000147,,,,,0
13848555000130,,,,,3
13848558000173,,,,,0
13855026000163,,,,,3
13863699000165,,,,,3
13896161000157,,,,,3
13896282000107,,,,,3
13898197000170,,,,,3
13902266000171,,,,,3
13909560000105,,,,,3
13910434000170,,,,,3
13910764000166,,,,,0
13911092000103,,,,,3
13911368000153,,,,,3
13911703000113,,,,,0
13914334000112,,,,,3
13914546000108,,,,,3
13918306000173,,,,,3
13927606000119,,,,,3
13935899000186,,,,,3
13942820000144,,,,,3
13945105000165,,,,,1
13945169000166,,,,,3
13945255000179,,,,,0
13945537000176,,,,,3
13950080000198,,,,,3
13950148000139,,,,,0
13950198000116,,,,,0
13950443000195,,,,,3
13950459000106,,,,,3
13950478000124,,,,,3
13950493000172,,,,,0
13958690000138,,,,,3
13962681000110,,,,,3
13962941000158,,,,,3
13962947000125,,,,,3
13962959000150,,,,,3
13962974000106,,,,,3
13962999000100,,,,,0
13966575000105,,,,,3
13966586000195,,,,,0
13969581000116,,,,,3
13969608000170,,,,,3
13969771000133,,,,,0
13970020000137,,,,,3
13970026000104,,,,,3
13973228000100,,,,,3
13974750000106,,,,,3
13974759000117,HARPIA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES,FIP,FIP,,3
13998573000106,,,,,3
14017351000110,JGP DISTRESSED FIC DE FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FIDC,FIC FIDC,,3
14049176000142,,,,,3
14049207000165,,,,,3
14053036000148,,,,,3
14061254000124,,,,,0
14068361000184,,,,,3
14068366000107,,,,,3
14076676000173,,,,,3
14076680000131,,,,,3
14083541000135,,,,,3
14083792000110,,,,,3
14083797000142,,,,,3
14091616000120,,,,,3
14091619000163,,,,,3
14091645000191,,,,,3
14096060000164,,,,,3
14096169000100,,,,,3
14096212000129,,,,,3
14096240000146,,,,,0
14096253000115,,,,,3
14096495000109,,,,,3
14096710000171,,,,,3
14096759000124,,,,,3
14097124000141,,,,,3
14097346000164,,,,,3
14097532000101,,,,,3
14097736000134,,,,,3
14097800000187,,,,,3
14097811000167,,,,,1
14099143000107,,,,,3
14099145000104,,,,,0
14099149000184,,,,,3
14099541000123,,,,,0
14099565000182,,,,,0
14099601000108,,,,,3
14099686000124,,,,,0
14099976000178,,,,,3
14104042000187,,,,,3
14104062000158,,,,,0
14104082000129,,,,,3
14104126000110,,,,,3
14104139000190,,,,,3
14104362000137,,,,,3
14104380000119,,,,,2
14106765000115,,,,,2
14113340000133,,,,,3
14113345000166,,,,,3
14113348000108,,,,,3
14115112000100,,,,,3
14115118000170,,,,,3
14115121000193,,,,,3
14115122000138,,,,,3
14120436000129,,,,,3
14120488000103,,,,,0
14120495000105,,,,,3
14120511000151,,,,,3
14120520000142,,,,,3
14120553000192,,,,,0
14120561000139,,,,,0
14120568000150,,,,,0
14122395000100,,,,,3
14122404000162,,,,,3
14122405000107,,,,,3
14122486000145,,,,,3
14126355000136,,,,,3
14138785000178,,,,,3
14138786000112,,,,,3
14146491000198,,,,,3
14146496000110,,,,,3
14146499000154,,,,,3
14146709000104,,,,,3
14146726000141,,,,,3
14158932000171,,,,,3
14158942000107,,,,,3
14158954000131,,,,,3
14159055000153,,,,,0
14159068000122,,,,,0
14159325000126,,,,,3
14163407000144,,,,,3
14163496000129,,,,,3
14167417000158,,,,,3
14167479000160,,,,,3
14167491000174,,,,,0
14167550000104,,,,,3
14171578000115,,,,,0
14171591000174,,,,,3
14171594000108,,,,,3
14171644000157,,,,,3
14171653000148,,,,,3
14171657000126,,,,,3
14171659000115,,,,,3
14171660000140,,,,,3
14171959000102,,,,,3
14171982000199,,,,,3
14172036000167,,,,,3
14172204000114,,,,,3
14172627000134,,,,,3
14172679000100,,,,,1
14180011000105,,,,,3
14180021000140,,,,,0
14180075000106,,,,,3
14180089000120,,,,,3
14180100000151,,,,,3
14180114000175,,,,,3
14188139000115,,,,,3
14188156000152,,,,,3
14188162000100,,,,,3
14188164000107,,,,,3
14196832000130,,,,,3
14196834000129,,,,,3
14196835000173,,,,,3
14196837000162,,,,,3
14205056000197,,,,,0
14213077000154,,,,,3
14213331000114,,,,,3
14237063000170,,,,,3
14237078000139,,,,,3
14237118000142,,,,,3
14237162000152,,,,,3
14237171000143,,,,,3
14239657000110,,,,,3
14239659000100,,,,,3
14284014000199,,,,,3
14284569000130,,,,,1
14284623000148,,,,,3
14284684000105,,,,,3
14284747000123,,,,,3
14285221000168,,,,,0
14285371000171,,,,,0
14287871000142,,,,,0
14298601000137,,,,,0
14298614000106,,,,,1
14298639000100,,,,,3
14298670000140,,,,,3
14298679000151,,,,,3
14298797000160,,,,,3
14298810000180,,,,,3
14298820000116,,,,,3
14298842000186,,,,,3
14312140000100,,,,,3
14325933000163,,,,,3
14326187000122,,,,,3
14326332000175,,,,,0
14326376000103,,,,,0
14326479000165,,,,,3
14329820000136,,,,,1
14356961000148,,,,,3
14359654000110,,,,,0
14379407000186,,,,,3
14386893000160,,,,,0
14386926000171,,,,,0
14386969000157,,,,,0
14387389000184,,,,,0
14387403000140,,,,,3
14399647000142,,,,,1
14399671000181,,,,,1
14399693000141,,,,,3
14399722000175,,,,,3
14399744000135,,,,,3
14399766000103,,,,,0
14399781000143,,,,,3
14399804000110,,,,,3
14401035000147,D2HFP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA,FIP,FIP Multi,,3
14415738000124,,,,,3
14415875000169,,,,,3
14415923000119,,,,,3
14416043000167,,,,,0
14416263000190,,,,,0
14416823000107,,,,,0
14417464000102,,,,,1
14421832000196,,,,,3
14421899000120,,,,,3
14421922000187,,,,,3
14421964000118,,,,,1
14423903000190,,,,,3
14424029000105,,,,,3
14427824000157,,,,,3
14435448000142,,,,,3
14435466000124,,,,,0
14435485000150,,,,,3
14435497000185,,,,,3
14437359000135,,,,,0
14437383000174,,,,,3
14437398000132,,,,,3
14437442000104,,,,,3
14437456000128,,,,,3
14437605000159,,,,,3
14437618000128,,,,,3
14437625000120,,,,,1
14437664000127,,,,,3
14437684000106,,,,,3
14437699000166,,,,,0
14437731000103,,,,,3
14438229000117,,,,,3
14466898000100,,,,,3
14466923000148,,,,,3
14466935000172,,,,,3
14466945000108,,,,,3
14472938000119,,,,,3
14472960000169,,,,,3
14472999000186,,,,,1
14473010000159,,,,,3
14473061000180,,,,,0
14473842000175,,,,,3
14476715000120,,,,,3
14476729000143,,,,,3
14476736000145,,,,,3
14481752000126,,,,,3
14485349000175,,,,,3
14487206000100,,,,,3
14487225000129,,,,,3
14487362000163,,,,,3
14487412000102,,,,,1
14487451000100,,,,,3
14487504000192,,,,,3
14491564000189,,,,,3
14491580000171,,,,,3
14491615000172,,,,,3
14491652000180,,,,,3
14491665000150,,,,,3
14504196000166,,,,,3
14504507000197,,,,,3
14504533000115,,,,,3
14504578000190,,,,,3
14507681000193,,,,,3
14507699000195,,,,,3
14507761000149,,,,,0
14507897000159,,,,,2
14508537000171,,,,,0
14508563000108,,,,,3
14508590000172,,,,,0
14508605000100,,,,,0
14508643000155,,,,,2
14508652000146,,,,,2
14544412000105,,,,,1
14544520000170,,,,,1
14544826000126,,,,,3
14549707000166,,,,,3
14549719000190,,,,,3
14550994000124,,,,,3
14557317000138,,,,,0
14565740000180,,,,,3
14568718000193,,,,,3
14572542000143,,,,,3
14572547000176,HEXAGON FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,1
14628442000191,,,,,3
14631051000126,REDE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,1
14632925000160,,,,,3
14633188000110,,,,,0
14637745000170,,,,,3
14637867000167,,,,,3
14655180000154,,,,,3
14702111000154,,,,,0
14706288000129,,,,,3
14706299000109,,,,,3
14706517000105,,,,,3
14706573000140,,,,,3
14706623000199,,,,,3
14706879000104,,,,,0
14706925000167,,,,,3
14706930000170,,,,,1
14713884000136,,,,,3
14759038000157,,,,,1
14759041000170,,,,,3
14759045000159,,,,,3
14780356000108,,,,,0
14781304000148,,,,,3
14781350000147,,,,,3
14781366000150,,,,,3
14793884000193,,,,,3
14796095000106,,,,,3
14799785000119,,,,,3
14799786000163,,,,,3
14806166000104,,,,,3
14809577000153,,,,,1
14812722000155,,,,,3
14816895000141,,,,,3
14822252000100,,,,,3
14822262000146,,,,,3
14823943000129,,,,,1
14824006000198,,,,,3
14825026000183,,,,,3
14828437000122,,,,,3
14830964000171,,,,,3
14834416000110,,,,,3
14840830000131,,,,,3
14843235000150,,,,,3
14843485000190,,,,,3
14843497000114,,,,,3
14843509000100,G5 MILANO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,1
14843591000173,,,,,3
14843599000130,,,,,3
14843603000160,,,,,3
14843607000148,,,,,3
14843622000196,,,,,3
14843629000108,,,,,3
14843673000118,,,,,3
14843675000107,,,,,3
14843679000195,,,,,3
14843693000199,LACAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,FI,Ações,Ações Livre,1
14843717000100,,,,,3
14843748000160,,,,,3
14843771000155,,,,,3
14843778000177,,,,,1
14843779000111,,,,,3
14843780000146,,,,,3
14843784000124,,,,,0
14866273000128,,,,,3
14879534000144,,,,,1
14879592000178,,,,,3
14880030000144,TIVIO CRÉDITO CORPORATIVO FIF RF CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,FIDC,FIDC-NP,,3
14886784000101,,,,,3
14933427000157,,,,,2
14940834000191,,,,,2
14950881000116,,,,,3
14951577000193,,,,,3
14951623000154,,,,,3
14964240000110,,,,,3
14985314000103,,,,,1
14985331000132,,,,,3
14985344000101,,,,,3
14985351000103,,,,,3
14985689000165,,,,,2
14985731000148,,,,,3
14985743000172,,,,,3
15019677000149,,,,,3
15019684000140,,,,,0
15019717000152,,,,,3
15019749000158,,,,,3
15029147000181,,,,,3
15037554000130,,,,,3
15037570000123,,,,,3
15037582000158,,,,,2
15044971000100,,,,,3
15053442000173,,,,,3
15059057000133,,,,,3
15060248000115,,,,,3
15060252000183,,,,,0
15060253000128,,,,,0
15060258000150,,,,,3
15078010000117,,,,,3
15078060000102,,,,,3
15078069000105,,,,,3
15078107000120,,,,,3
15091732000101,,,,,3
15102065000115,,,,,3
15102070000128,,,,,3
15106614000120,,,,,3
15109406000184,,,,,3
15116638000160,,,,,3
15118043000143,,,,,3
15134842000103,,,,,3
15141808000166,,,,,3
15141814000113,,,,,3
15147653000175,,,,,1
15153656000111,,,,,3
15154220000147,,,,,3
15154236000150,,,,,3
15154319000149,,,,,0
15154356000157,,,,,3
15154385000119,,,,,3
15154395000154,,,,,3
15154410000164,,,,,3
15154422000199,,,,,0
15154429000100,,,,,0
15154441000115,,,,,3
15154458000172,,,,,3
15154481000167,,,,,3
15164899000155,,,,,3
15165493000197,,,,,3
15165495000186,MAR-SAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,FI,Ações,Fechados de Ações,1
15166133000100,,,,,3
15174615000101,,,,,3
15174629000125,,,,,3
15174656000106,,,,,3
15181145000103,,,,,3
15181528000181,,,,,3
15182420000103,,,,,3
15188380000107,,,,,3
15189579000150,LEBLON EQUITIES PARTNERS V FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES,FIP,FIP Multi,,3
15198855000146,,,,,3
15198875000117,,,,,3
15207219000133,,,,,3
15212081000160,,,,,3
15212116000161,,,,,3
15212344000131,,,,,3
15212360000124,,,,,3
15212501000109,,,,,1
15212523000179,,,,,3
15212548000172,,,,,3
15212603000124,,,,,3
15240808000113,,,,,1
15240810000192,,,,,3
15249229000131,,,,,3
15259071000180,,,,,3
15259169000138,,,,,3
15259423000106,,,,,3
15275957000118,,,,,3
15296549000142,,,,,3
15296579000159,,,,,3
15323099000130,,,,,3
15323164000127,,,,,3
15323288000102,,,,,3
15323304000167,,,,,1
15323408000171,,,,,3
15323443000190,,,,,3
15334577000107,,,,,3
15334580000120,,,,,3
15334585000153,,,,,3
15342482000135,,,,,3
15342492000170,,,,,3
15342497000101,,,,,1
15342499000192,,,,,3
15342510000114,,,,,3
15348108000147,,,,,2
15350679000116,,,,,3
15350702000172,,,,,3
15350712000108,,,,,3
15350909000147,,,,,3
15350926000184,,,,,1
15357039000138,,,,,3
15359046000179,,,,,3
15390562000166,,,,,1
15390811000113,,,,,3
15390853000154,,,,,1
15394520000101,,,,,0
15398622000197,,,,,3
15435356000125,,,,,1
15435372000118,,,,,3
15435379000130,,,,,3
15435418000107,,,,,3
15435440000149,,,,,3
15435450000184,,,,,3
15441465000155,,,,,3
15441474000146,,,,,3
15452813000190,,,,,3
15453363000150,,,,,3
15453439000147,,,,,0
15477864000176,,,,,3
15477891000149,,,,,0
15486093000183,,,,,0
15486112000171,,,,,0
15487157000160,,,,,3
15487311000102,,,,,3
15487326000162,,,,,3
15487865000100,,,,,3
15487918000184,,,,,0
15489480000173,,,,,3
15494363000106,,,,,3
15505231000124,YAFO - FUNDO DE INVESTIMENTO MULTIMERCADO I,FIP,FIP,,3
15505350000187,,,,,1
15505537000180,,,,,3
15527497000178,,,,,1
15551661000182,,,,,1
15559384000154,,,,,3
15559416000111,,,,,3
15559432000104,,,,,3
15559445000183,,,,,3
15569128000148,,,,,1
15578409000167,,,,,3
15578417000103,,,,,3
15578434000140,,,,,3
15586796000183,,,,,3
15586797000128,,,,,3
15586806000180,,,,,3
15603942000131,,,,,3
15603945000175,,,,,3
15603948000109,,,,,0
15611597000188,,,,,3
15611622000123,,,,,3
15611634000158,,,,,3
15611751000111,,,,,1
15612413000102,,,,,3
15612415000193,,,,,3
15612416000138,,,,,3
15614285000128,,,,,1
15626291000103,,,,,3
15626357000157,,,,,3
15626406000151,,,,,3
15626436000168,,,,,3
15636926000145,,,,,3
15636949000150,,,,,0
15636997000148,,,,,3
15637781000105,,,,,3
15637784000130,,,,,3
15637794000176,,,,,1
15649194000128,,,,,0
15649245000111,,,,,3
15649269000170,,,,,3
15649289000141,,,,,1
15649419000146,,,,,3
15649443000185,,,,,3
15649519000172,,,,,3
15649578000140,,,,,3
15656344000120,,,,,3
15674461000117,,,,,0
15674503000110,,,,,3
15674522000146,,,,,1
15674543000161,,,,,3
15674619000159,,,,,3
15675250000107,,,,,3
15675260000134,NAHE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FI,Multimercado,Multimercados Livre,3
15675415000132,,,,,2
15675431000125,,,,,2
15675437000100,,,,,2
15675444000102,,,,,3
15693748000194,,,,,3
15693777000156,,,,,3
15693787000191,,,,,3
15703420000101,,,,,3
15714222000143,,,,,3
15714258000127,,,,,0
15714335000149,,,,,3
15714477000106,,,,,0
15714679000158,,,,,1
15714690000118,,,,,0
15714715000183,,,,,3
15714896000148,,,,,1
15715034000130,,,,,3
15715251000120,,,,,3
15715263000154,,,,,3
15730386000164,,,,,3
15730623000197,,,,,3
15730659000170,,,,,3
15730745000183,,,,,3
15731064000130,,,,,3
15731153000186,,,,,3
15731175000146,,,,,3
15731522000130,,,,,3
15731588000120,,,,,3
15740225000151,,,,,3
15740330000190,,,,,3
15740377000154,,,,,0
15740422000170,,,,,3
15740455000110,,,,,3
15740564000138,,,,,3
15769621000101,,,,,3
15779618000179,,,,,3
15779651000107,,,,,3
15780914000190,,,,,3
15781022000103,,,,,3
15786690000123,,,,,3
15795983000177,,,,,3
15798437000190,EMERALDS FUNDO DE INVESTIMENTO EM AÇÕES,FIP,FIP Multi,,3
15799713000134,,,,,3
15802570000172,,,,,3
15807819000132,,,,,3
15807828000123,,,,,3
15821223000197,,,,,3
15821229000164,,,,,3
15821245000157,,,,,3
15831754000160,SANTOS FUNDO DE INVESTIMENTO FINANCEIRO,FIP,FIP Multi,,0
15831937000186,,,,,0
15831948000166,,,,,0
15831954000113,,,,,3
15832701000164,,,,,3
15834570000154,,,,,3
15834698000118,,,,,3
15835225000135,,,,,3
15835262000143,,,,,3
15862355000167,,,,,0
15862639000153,,,,,3
15862711000142,,,,,3
15862797000103,,,,,3
15862804000177,,,,,3
15862817000146,,,,,3
15862830000103,,,,,3
15862867000123,,,,,3
15868027000178,,,,,3
15912237000116,,,,,3
15912241000184,,,,,3
15912681000131,,,,,3
16403465000123,,,,,3
16416253000180,,,,,3
16466349000153,,,,,3
16478736000100,,,,,3
16478738000107,,,,,0
16478741000112,,,,,3
16498959000139,,,,,3
16513166000141,,,,,3
16524590000191,,,,,3
16537143000177,,,,,3
16537145000166,,,,,3
16555522000190,BTG PACTUAL INFRAESTRUTURA II FEEDER FIC FI MULTIMERCADO CRÉDITO PRIVADO,FI,Multimercado,Multimercados Estrat. Específica,1
16557835000187,,,,,3
16557853000169,,,,,3
16565016000181,,,,,2
16565045000143,,,,,3
16565058000112,,,,,3
16565084000140,,,,,3
16566519000171,,,,,3
16569373000118,,,,,3
16569438000125,,,,,3
16569908000150,,,,,3
16570073000159,,,,,1
16570142000124,,,,,3
16570153000104,,,,,3
16570371000149,,,,,3
16575255000112,,,,,3
16590573000152,,,,,3
16599959000125,,,,,3
16599968000116,,,,,3
16607821000120,,,,,3
16607837000133,,,,,1
16607881000143,,,,,3
16607894000112,,,,,3
16607920000102,,,,,3
16608489000119,,,,,3
16608611000157,,,,,1
16608625000170,,,,,3
16608638000140,,,,,3
16617446000108,,,,,3
16617472000128,,,,,3
16617511000197,,,,,3
16617593000170,,,,,3
16617768000149,,,,,3
16626130000174,FUNDO DE INVESTIMENTO MULTIMERCADO BLUE CAPITAL CRÉDITO PRIVADO,FI,Multimercado,Multimercados Invest. no Exterior,3
16634618000143,,,,,3
16671698000107,,,,,3
16687215000162,,,,,3
16687228000131,,,,,3
16703203000184,,,,,3
16703345000141,,,,,3
16718137000116,,,,,3
16718177000168,,,,,3
16718289000119,,,,,3
16718302000130,,,,,3
16718328000188,,,,,3
16718334000135,,,,,3
16718364000141,,,,,3
16728464000159,LAMBDA 3 FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,FIP,FIP Multi,,3
16728467000192,,,,,3
16728475000139,,,,,3
16741595000176,,,,,1
16742106000109,,,,,3
16744654000160,,,,,3
16744655000104,,,,,3
16802143000157,,,,,3
16802348000132,,,,,3
16816128000168,,,,,3
16816140000172,,,,,3
16816153000141,,,,,3
16816177000109,,,,,3
16840842000191,,,,,3
16844885000145,,,,,3
16844890000158,,,,,3
16858911000194,,,,,3
16858948000112,,,,,3
16862541000169,,,,,3
16866522000100,,,,,3
16873296000195,,,,,3
16873318000117,,,,,3
16876874000147,,,,,3
16877448000128,,,,,2
16877553000167,,,,,3
16877592000164,,,,,0
16877602000161,,,,,3
16877609000183,,,,,0
16878608000153,,,,,3
16880073000155,A3 GARÇAS FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,1
16880814000106,,,,,3
16892024000132,,,,,3
16892057000182,,,,,3
16892095000135,,,,,3
16892122000170,,,,,3
16899113000100,,,,,3
16899136000115,,,,,3
16899157000130,,,,,3
16899259000156,,,,,3
16906391000148,,,,,3
16916048000184,,,,,3
16916054000131,,,,,0
16916060000199,,,,,3
16916063000122,,,,,2
16924919000101,,,,,3
16929413000195,,,,,3
16929533000192,,,,,1
16929542000183,,,,,3
16929553000163,,,,,3
16929582000125,,,,,3
16938214000143,,,,,3
16938231000180,,,,,3
16948298000104,,,,,3
16954572000140,,,,,3
16954610000164,,,,,3
16964091000115,,,,,0
16975350000103,,,,,3
16984349000145,,,,,3
16987508000165,,,,,3
16992064000156,,,,,3
16993142000137,,,,,3
17000151000142,,,,,2
17002686000152,,,,,3
17002861000101,,,,,3
17009959000190,,,,,3
17009974000139,,,,,3
17012112000165,,,,,3
17012142000171,,,,,1
17012169000164,,,,,3
17012208000123,,,,,3
17016572000161,,,,,3
17016592000132,,,,,1
17023627000160,,,,,3
17023647000131,,,,,3
17024020000103,,,,,3
17024032000120,,,,,3
17031226000152,,,,,3
17033928000175,,,,,3
17034032000100,STUDIO MASTER III FUNDO DE INVESTIMENTO EM AÇÕES,FI,Ações,Ações Livre,1
17035634000182,,,,,3
17035658000131,,,,,3
17035664000199,,,,,3
17036353000144,,,,,3
17036464000150,,,,,3
17036470000108,,,,,3
17036481000198,,,,,3
17036496000156,,,,,3
17036514000108,,,,,3
17039114000148,,,,,3
17039320000158,,,,,3
17040401000178,FLOW 300 FUNDO DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Multimercados Macro,3
17040543000135,,,,,3
17041023000147,,,,,3
17047677000188,IPI FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,FI,Multimercado,Multimercados Invest. no Exterior,3
17047735000173,,,,,3
17051059000101,,,,,3
17051108000106,,,,,3
17051121000165,,,,,3
17051205000107,,,,,3
17051213000145,,,,,3
17053136000162,,,,,3
17055285000160,,,,,3
17056302000184,,,,,3
17063655000101,FUNDO DE INVESTIMENTO MULT CRED PRIV INVESTIMENTO NO EXTERIOR MINSK,FI,Multimercado,Multimercados Invest. no Exterior,3
17072453000126,,,,,3
17072516000144,,,,,3
17072616000170,,,,,3
17072641000154,,,,,3
17072693000120,,,,,3
17072894000128,,,,,3
17072906000114,PORTO SEGURO MASTER INFLAÇÃO IMA-B 5+ FUNDO DE INVESTIMENTO RENDA FIXA,FI,Renda Fixa,Renda Fixa Duração Alta Grau de Invest.,1
17073010000150,,,,,3
17073031000175,,,,,3
